Date of obs,Date of pub,Period of obs,Brief decsription,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Tears,Comments (No.),,Page/Account/Group,,share,views,Hug,Thinking
7-Apr-20,6-Apr-20,10 am to 5 pm,a post with picture of raudra Hanuman,C7,-,-,people praising him,631,154,4,0,17,0,219,,Aryan Singh,,5,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a post about making his own team,C5,-,-,people saying jai shree ram,702,155,0,0,9,0,265,,Aryan Singh,,4,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a fake video of tripti desai being arrested in order for attempting to buy alcoh,C3 ,-,-,no comments,0,0,0,0,0,0,0,,Nitin Gupta,,0,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,an old video of modi speech,C3 ,S4,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,0,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a news cutting of ekta kapoor's surogacy and how it is conspiracy,C1,-,-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,0,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post sayin g how muslims are responsible for the hate they are recieving,C5,S2,A3 ?,no comments,1,1,0,0,0,0,0,,Nitin Gupta,,0,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a video clip of UP police beating up Muslims,C3 ,S4,-,people saying that is how police should behave,26 k ,2 k,1.3 k,41,120,24,2.9 k,,Updesh Rana,,9 k,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a video about hos muslims are responsible for the hate they are getting,C3 ,S2,A3,people saying we should boycott them,16 k,1.9 k,37,14,27,10,4.9 k,,Updesh Rana,,2 k,116 k,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a video about how Dhruv Rathee has defended tabligi,C3 ,S2,-,people saying thank you for the truth,1.4 k,129,25,4,1,3,178,,Ajeet Bharti,,,70 k,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a video about how some muslim has targetted hindu putra,C3 ,-,-,people praising him,387,48,0,3,2,0,131,,Hindu Putra ,,163,4.4 k,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post about organization ,C4 ,-,-,people praising them,238,12,0,0,0,0,7,,Hindu Putra,,2,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a video of pushpendra kulshreshtha how muslims are reponsible for country's bad condition,C3 ,S2,A1,no comments,11,1,0,0,0,0,0,,Hindu Putra - G,,3,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post about how dogs are better than muslims,C4 ,S1,-,no comments,7,0,0,0,0,0,1,,Hindu Putra - G,,1,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post about india should be muslim free,C4 ,S5,-,people saying jai shree ram,9,3,0,0,0,0,0,,Hindu Putra - G,,3,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post about a fake mark zuckerberg quote,C4 ,S2,-,people commenting jai shree ram,34,1,0,0,0,0,24,,Hindu Putra - G,,0,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,an old video of a barber spitting on customer,C3 ,S2,- ,a comment even saying it is an old video,1,0,0,0,1,0,1,,Hindu Putra - G,,0,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a sarcastic post against who did not support modi's 9 diya move,C4 ,S3,-,people saying jai shree ram,64,0,0,0,0,0,3,,Brahman Samaj Seva samiti,,0,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a post about how we are surrounded by human virus,C4 ,S1,-,no comments,23,0,0,0,0,0,0,,Brahman Samaj Seva samiti,,0,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a news about a muslims getting charged with sedition for calling yogi a terrorist,C1,-,A4,people commenting he should be shot,360,3,1,0,2,1,28,,Brahman Samaj Seva samiti,,64,,,
7-Apr-20,6-Apr-20,10 am to 5 pm,a post saying kejriwal pays to tabligi maulana,C4 ,S2,-,just two comments,118,0,1,26,1,0,2,,Brahman Samaj Seva samiti,,21,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post asking not to post communal stuff,C4 ,-,-,just jai shree ram comments,30,1,0,0,0,0,0,,Brahman Samaj Seva samiti,,0,,,
7-Apr-20,7-Apr-20,10 am to 5 pm,a post asking not to post communal stuff,C4 ,-,-,people agreeing too it,32,0,0,0,1,0,3,,Brahman Samaj Seva samiti,,0,,,
,,,,,,,,,,,,,,,,,,,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,a video about praising trump for calling coronavirus chinese virus,C3 ,S2,-,no comments,0,0,0,0,0,0,0,,Nitin Gupta,,0,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,a video about criticising Gandhi,C3 ,S2,-,no comments,3,0,0,0,0,0,0,,Nitin Gupta,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post wishing Hanuman's birthday,C4 ,-,-,people wishing back,206,57,1,0,5,0,78,,Aryan Singh,,0,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,a post greeting people,C4 ,-,-,people greeting back,173,26,0,0,0,0,45,,Rajeev Brahmarshi,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post of religious greeting,C4 ,-,-,people greeting back,54,6,1,0,0,0,3,,Rajeev Brahmarshi,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post wishing Hanuman's birthday,C4 ,-,-,people greeting back,119,20,0,0,1,0,9,,Rajeev Brahmarshi,,1,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,a video post about social work,C3 ,-,-,people praising him,11 k,1.1 k,17,3,19,2,4.7 k,,Updesh Rana,,983,67 k,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post wishing Hanuman's birthday,C4 ,-,-,people greeting back,17 k,971,4,0,26,0,1.7 k,,Updesh Rana,,118,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,a news story about glorification of Indian army,C1,-,-,people praising army,506,58,0,0,1,26,26,,Ajeet Bharti,,71,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,a news story about a Muslim mudrering Hindu woman,C1,S2 ?,A1,people asking them to be killed,483,0,1,245,1,81,25,,Ajeet Bharti,,413,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post wishing Hanuman's birthday,C4 ,-,-,people wishing back,414,27,0,0,1,0,98,,Karni Sena,,16,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people praising it,30,1,0,0,0,0,2,,Karni Sena,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,no comments,9,0,0,0,0,0,0,,Karni Sena,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,apost saying some people only understand the language of punishemnet,C4 ,S5,A4,no comments,21,0,0,0,0,0,0,,Brahman Samaj Seva samiti,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,post paying tribute to Mangal Pandey on his death anniversary,C4 ,-,-,people praising him,172,5,0,0,0,0,9,,Brahman Samaj Seva samiti,,19,,,
8-Apr-20,5-Apr-20,10 am to 5 pm,post saying Muslims are always against government,C4 ,S5,A1,people commenting they should be punished,129,0,0,0,0,0,20,,Brahman Samaj Seva samiti,,13,,,
8-Apr-20,4-Apr-20,10 am to 5 pm,post saying Raj Thackarey is right in saying tabligi people should be shot,C4 ,S5,A1,people saying yes it is right and they should be shot,215,6,3,0,0,0,48,,Brahman Samaj Seva samiti,,7,,,
8-Apr-20,4-Apr-20,10 am to 5 pm,post saying India should be declared Hindu Rashtra,C4 ,S5,-,people agreeing,215,7,0,0,1,0,73,,Brahman Samaj Seva samiti,,9,,,
8-Apr-20,4-Apr-20,10 am to 5 pm,a post gloryfing raj thackarey's comment to shoot tabligi people,C1,S4,A4,people saying he is right,368,11,0,0,0,0,44,,Brahman Samaj Seva samiti,,12,,,
8-Apr-20,7-Apr-20,10 am to 5 pm,post asking people to stay home and saying we will meet soon,C3 ,-,-,people prasing it,443,54,2,0,2,0,32,,Hindu Putra,,47,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a video of an old man getting beaten up allegedly by Muslims,C3 ,S2,A1,people abusing muslims ,8,0,0,0,0,4,4,,Hindu Putra - G,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a video demanding action against tabligi,C3 ,S2,A4,no comments,4,0,0,0,0,0,0,,Hindu Putra - G,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post about what if tabligi were in north korea,C4 ,S3,A4,just a comment saying he would have killed,5,0,0,2,0,0,1,,Hindu Putra - G,,0,,,
8-Apr-20,8-Apr-20,10 am to 5 pm,a post about social work,C4 ,-,-,no comments,3,0,0,0,0,0,0,,Hindu Putra - G,,0,,,
,,,,,,,,,,,,,,,,,,,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,post about good police work,C4 ,-,-,no coments,6,1,0,0,1,0,0,,Nitin Gupta,,1,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,commending good police work,C5,-,-,no comments,2,1,0,0,1,0,0,,Nitin Gupta,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,just one comment praising it,12,0,0,0,0,0,1,,Karni Sena,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,a news interview about covid19 and praising modi,C3 ,-,-,people praising it,232,12,0,0,0,0,7,,Karni Sena,,21,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,no comments,15,0,0,0,0,0,0,,Karni Sena,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,just a comment praising it,34,0,0,0,0,0,1,,Karni Sena,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people praising it,22,0,0,0,1,0,3,,Karni Sena,,0,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,post about informing that he will come live tomorrow,C4 ,-,-,people welcoming him,309,53,0,0,3,0,60,,Aryan Singh,,2,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,live video about how zamat is danger for India,C3 ,S2,"A2, A3",people agreeing and praising it,384,182,0,0,5,1,816,,Aryan Singh,,214,3.9 k,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people praising it,141,42,0,0,5,0,46,,Aryan Singh,,2,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,post asking people to quit consuming beef,C4 ,-,-,people agreeing,165,14,0,0,1,1,27,,Rajeev Brahmarshi,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post about religious greeting,C4 ,-,-,people greeting back,64,13,0,0,0,0,6,,Rajeev Brahmarshi,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,"A post about claiming that he comes from same lineage as all Hindutva leaders like Godse, Savarkar, Hegdekar etc",C5,S4 (caste glorification),-,people praising him and all those names,220,30,0,0,0,0,37,,Rajeev Brahmarshi,,3,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,a watchparty with some local performer,C3 ,-,-,people writing things like jai ho or jai shree ram,14,11,0,0,0,0,4,,Rajeev Brahmarshi,,2,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post calling Kashmiris untrustworthy,C4 ,S2 ?,A4,people demanding action against them,9.5 k,123,12,234,8,44,445,,Updesh Rana,,844,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,a news article saying muslims threw stones at police and spat,C1,-,A4,comments demadning severe action,502,1,1,100,0,26,56,,Ajeet Bharti,,250,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,a news of BJP worker killed in West Bengal,C1,-,A4,people demading severe action against Mamta Banerjee,536,1,0,228,3,203,31,,Ajeet Bharti,,415,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,sarcastic post against modi opposition,C5,S3,-,random dig on ravessh kumar in comments,160,4,1,0,0,0,3,,Ajeet Bharti,,10,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,Sarcastic post against Dhruv rathee,C1,S3,-,people praisng him,547,3,146,26,0,6,85,,Ajeet Bharti,,150,,,
9-Apr-20,9-Apr-20,10 am to 5 pm, post saying a book tells the reality of tabligi,C1,S2,,no comments,133,0,18,27,2,5,0,,Ajeet Bharti,,70,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,a post defending modi on HCQ issue,C1,-,-,no comments,103,3,0,0,0,0,0,,Ajeet Bharti,,3,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,A post about Godhra train incident of 2002 and blaming Islmic Jihad for it,C4 ,-,-,no coments,79,0,0,2,0,32,0,,Hindu Putra - G,,3,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post saying modi is resisting muslim corona attack,C4 ,S1,-,no comments,1,1,0,0,0,0,0,,Hindu Putra - G,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,Post sharing Aryan Singh's live video,C3 ,S2,"A2, A3",no comments,11,1,0,0,0,0,0,,Hindu Putra - G,,1,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post in the name of Pushpendra Kulshreshtha that there is a civil war in India,C4 ,S2,-,a comment saying there is a third side which is protecting them,1,0,0,0,0,0,1,,Hindu Putra - G,,0,,,
9-Apr-20,8-Apr-20,10 am to 5 pm,post saying Indiais unfortunate to find maulana while everyone is looking for vaccines,C4 ,S3,-,just two comments agreeing,13,2,0,0,0,0,2,,Hindu Putra - G,,0,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,a news story of tabligi people being caught in Patna,C4 ,-,-,no commetns,13,0,0,0,0,0,0,,Hindu Putra - G,,3,,,
9-Apr-20,9-Apr-20,10 am to 5 pm,post just saying jai shree ram,C4 ,-,-,people commenting jai shree ram,21,0,0,0,0,0,3,,Brahman Samaj Seva samiti,,0,,,
9-Apr-20,5-Apr-20,10 am to 5 pm,"post saying if Modi was pm of India in 1947, India would have been ahead of US",C4 ,-,-,"just two comments, one sdenying",41,0,0,0,0,0,2,,Brahman Samaj Seva samiti,,2,,,
,,,,,,,,,,,,,,,,,,,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,Profile picture change with Yogi's picture,C4 ,-,- ,just a comment saying everyne asking india for the medicine,17,4,0,0,0,0,1,,Nitin Gupta,,0,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,no comments,2,1,0,0,0,0,0,,Karni Sena,,0,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,a picture of himself with Roudra Hanuman Gif and caption saying he is descendent of Ram,C4 ,-,- ,people saying jai shree ram,539,122,0,0,7,0,101,,Aryan Singh,,2,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,own picture with unrelated hateful caption,C7,"S2, S1",-,people writing jai shree ram,935,180,1,0,9,0,249,,Aryan Singh,,230,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people praising it,326,59,0,0,1,0,60,,Aryan Singh,,10,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,just his own picture with irrelevent caption,C4 ,-,-,people just praising it,196,27,1,0,1,0,20,,Rajeev Brahmarshi,,1,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,sharing a post which says Hindu putra is ready if government asks them,C4 ,S2,A1,no comments,29,4,0,0,0,0,0,,Rajeev Brahmarshi,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,picture of hanuman with jai sanatan caption,C4 ,-,-,jai shree ram comments,16,2,0,0,0,0,3,,Rajeev Brahmarshi,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people praising it,56,10,0,0,0,0,0,,Rajeev Brahmarshi,,7,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,live video over alleged murder in rajasthan over modi 9 diya issue,C3 ,S2,A4?,people saying yes there is a murder and people urging him for action,13 k,1.3 k,20,13,23,39,6.9 k,,Updesh Rana,,1.2 k,103 k,,
10-Apr-20,10-Apr-20,10 am to 5 pm,news picture of same incident and asking government to take action,C4 ,S2?,A4,people asking for sever action otherwise they will do it,5.5 k,36,8,681,9,706,575,,Updesh Rana,,1.4 k,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,asking people to follow him on twitter and saying rajastan govt needs to take action,C6,-,A4?,people praising and commenting jai shree ram,2.2 k,43,0,5,1,6,104,,Updesh Rana,,103,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,sarcastic video about tabligi,C3 ,"S3, S2, S1","A1, A4",people laughing and praising his sarcasm,996,45,236,5,5,4,134,,Ajeet Bharti,,428,49 k,,
10-Apr-20,9-Apr-20,10 am to 5 pm,link to article saying tabligi has terrorist links,C1,S2,-,people praising it for the information,1 k,9,1,31,4,7,105,,Ajeet Bharti,,596,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,post about Bihar labour migration issue,C1,-,-,no comments,75,0,0,7,0,1,0,,Ajeet Bharti,,9,,,
10-Apr-20,9-Apr-20,10 am to 5 pm,an old video of organization with swords and guns,C3 ,-,A1 ,people writing jai shree ram,400,54,0,0,2,0,22,,Hindu Putra,,48,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,random poll on who is saving India out of Amit Shah and Ovaisi,C4 ,-,-,people saying amit shah,6,2,0,0,0,0,4,,Hindu Putra - G,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,a shared video from Maenka Gandhi's page how cows are slaughetered,C3 ,S1,-,no comments ,3,0,0,8,0,3,4,,Hindu Putra - G,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,Rajeev Brahmarshi shared his own post here,C4 ,S2,A1,just two comments saying jai ho,41,6,0,0,0,0,2,,Hindu Putra - G,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,post about how muslims are responsible for coronavirus,C4 ,S2,-,no comments ,0,0,2,0,0,0,0,,Hindu Putra - G,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,same post as aryan singh shared by someone with his own picture,C7,S2,-,no comments ,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,,
10-Apr-20,10-Apr-20,10 am to 5 pm,post thanking people who joined the group,C4 ,-,-,people just saying jai parshuram,174,4,0,0,0,0,27,,Brahman Samaj Seva samiti,,1,,,
,,,,,,,,,,,,,,,,,,,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,video of pushpendra kulshreshta dissing Islam and its traditions,C3 ,"S2, S1, S4",-,just a comment sending heart emoji,3,2,0,0,0,0,1,,Nitin Gupta,,4,,,
13-Apr-20,12-Apr-20,10 am to 5 pm,A video of Italian police beating up ''Muslim'' and suggesting to do same,C3 ,S2,A4,no comments ,0,0,0,0,0,0,0,,Nitin Gupta,,0,,,
13-Apr-20,10-Apr-20,10 am to 5 pm,just an own picture of themselves saying saffron cannot be kept down,C4 ,-,-,people praising him and urging him,258,46,0,0,0,0,30,,Rajeev Brahmarshi,,1,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people praising it,68,19,0,0,0,0,13,,Rajeev Brahmarshi,,3,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,post about social work,C4 ,-,-,people writing jai shree ram,91,14,0,0,0,0,8,,Rajeev Brahmarshi,,2,,,
13-Apr-20,12-Apr-20,10 am to 5 pm,post about religious greetings,C4 ,-,-,people greeting back,91,15,0,0,0,0,11,,Rajeev Brahmarshi,,0,,,
13-Apr-20,12-Apr-20,10 am to 5 pm,sharing instagram page of Hindu Putra,C6,-,-,no comments ,12,2,0,0,0,0,0,,Rajeev Brahmarshi,,0,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,just praising another member of the group,C4 ,-,-,people writing jai shree ram,7,1,0,0,0,0,3,,Rajeev Brahmarshi,,0,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,tiktok video of a muslim boy who first did not wear mask and then got the coronavirus,C3 ,S3,- ,people laughing and making fun,62,0,60,0,0,1,34,,Aryan Singh,,19,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,"post urging part member to remove something from facebook which was taken down before I could see, apparently it was related something to Rajeev Brahmarshi",C4 ,-,-,people urging to stay united,248,28,0,0,1,2,36,,Aryan Singh,,0,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,warning someone not to scare his party members otherwise an action would be taken,C4 ,-,A1,people urging to stay united,394,62,1,0,4,2,110,,Aryan Singh,,1,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,"somehwere a fire broke out, and his party members went to put it out",C3 ,-,-,people praising them,289,28,0,1,1,37,100,,Aryan Singh,,13,811,,
13-Apr-20,12-Apr-15,10 am to 5 pm,just his own picture thanking his supporters,C4 ,-,-,people supporting him,525,122,0,0,10,0,165,,Aryan Singh,,3,,,
13-Apr-20,12-Apr-20,10 am to 5 pm,post with a quiz question about Ramayana,C4 ,S5,-,people answering,468,83,0,0,4,0,195,,Aryan Singh,,0,,,
13-Apr-20,12-Apr-20,10 am to 5 pm,a post saying how Quran teaches Hindus to be killed mercilessly,C7,S2,A1,people saying yes and jai shree ram,432,81,0,0,6,1,107,,Aryan Singh,,92,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post with a quiz question about Ramayana,C4 ,S5,-,people answering,371,56,0,0,5,1,123,,Aryan Singh,,0,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post with a quiz question about Ramayana,C4 ,S5,-,people answering,130,23,0,0,3,0,38,,Aryan Singh,,0,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post with a quiz question about Ramayana,C4 ,S5,-,people answering,162,26,0,0,2,0,33,,Aryan Singh,,0,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post saying during lockdown they have added 5000 members to their squad,C4 ,-,-,people giving their details to be added to the organization,439,78,1,0,2,0,247,,Aryan Singh,,3,,,
13-Apr-20,10-Apr-20,10 am to 5 pm,post criticising a Hindu family that broke the lockdown and saying he does not discriminate Hindu or Muslim when it comes to national interest,C4 ,-,-,people agreeing,15 k ,223,3,54,4,9,353,,Updesh Rana,,761,,,
13-Apr-20,10-Apr-20,10 am to 5 pm,video of namazis in west bengal and asking Bengal police to take action like UP police,C3 ,-,A4,people asking for action,5.9 k,52,18,1.3 k,23,158,1.1 k,,Updesh Rana,,2.6 k,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,Aksing his followers to tell in comments where they come from,C4 ,-,-,people telling,19 k,900,11,1,19,2,18 k,,Updesh Rana,,161,,,
13-Apr-20,11-Apr-20,10 am to 5 pm,live video conversing with his followers,C3 ,-,-,people praising him and telling their information,10 k,1.5 k,20,7,21,8,10 k,,Updesh Rana,,540,65 k,,
13-Apr-20,12-Apr-20,10 am to 5 pm,Post targeting Modi oppostion,C5,S3,-,people saying yes and saying Hindu rule is here to stay,17 k,1.2 k,130,1,45,1,1 k,,Updesh Rana,,591,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,live video about Rana Sanga,C3 ,,,people praising him,7.7 k,927,9,2,9,11,2.2 k,,Updesh Rana,,462,32 k,,
13-Apr-20,13-Apr-20,10 am to 5 pm,live video to urge people to join his group,C3 ,-,- ,people showing interest,9.3 k,681,9,3,13,3,1.6 k,,Updesh Rana,,222,55 k,,
13-Apr-20,13-Apr-20,10 am to 5 pm,sarcastic post on Anti CAA protesters,C7,S3,A1,people saying they will have to shpw papers,27 k,1.3 k,222,3,47,1,918,,Updesh Rana,,380,,,
13-Apr-20,10-Apr-20,10 am to 5 pm,link to news a man killed by ' muslims' for lighting up diya,C1,- ,A4 ,people demanding strict action,784,2,1,286,2,192,105,,Ajeet Bharti,,1k,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post about social work,C1,-,-,people praising it,46,1,0,0,0,0,5,,Karni Sena,,0,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post wishing for Baisakhi,C4 ,-,-,people greeting back,157,12,0,0,0,0,23,,Karni Sena,,6,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post for remembering Jaliawala Bagh Massacre,C4 ,-,-,people showing condolences,223,5,0,0,0,2,28,,Karni Sena,,12,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post for remembering Jaliawala Bagh Massacre,C4 ,-,-,people writing jai hind,38,1,0,0,0,1,8,,Brahman Samaj Seva samiti,,1,,,
13-Apr-20,13-Apr-20,10 am to 5 pm,post saying if religion is attacked then there will be a reply,C4 ,-,-,people writing jai shree ram,255,5,0,0,0,0,43,,Brahman Samaj Seva samiti,,20,,,
13-Apr-20,12-Apr-20,10 am to 5 pm,post saying it is a brahmin group so start with jai parshuram insted of hello,C4 ,- ,- ,people writing jai parshuram,1.1 k,44,0,0,0,1,239,,Brahman Samaj Seva samiti,,39,,,
